음식명,총내용량,열량(kcal)(1회제공량당),탄수화물(g)(1회제공량당),단백질(g)(1회제공량당),지방(g)(1회제공량당),당류(g)(1회제공량당),나트륨(mg)(1회제공량당),콜레스테롤(mg)(1회제공량당),포화지방산(g)(1회제공량당),트랜스지방(g)(1회제공량당)
요거트향 캬라멜 위드 파인애플향,30,36.69,7.62,0,0.69,5.54,15.92,0,,0.14
요고 팝,30,35,8.5,0,0,0,0.5,0,0,0
요구르트 라무네,200,1458.82,364.71,0,0,47.33,35.29,0,0,0
요구르트맛 동물모양 크래커,30,37.8,7.5,0.6,0.6,3.3,9,0,,0
요구르트맛 말트볼,10,5,0.7,0.1,0.2,0.6,1,0,,0
요구르트맛 프레첼,30,43.5,6.3,0.6,1.8,4.2,36,0,,0
요구르트 아몬드,10,5.6,0.5,0.1,0.35,0.6,0.5,0,,0
요시와라 요깡,30,26.54,6.23,0.46,0,1.85,4.62,0,0,0
냉동면 냄비우동,100,111,24.7,2.5,0.2,3.65,0,0,0,0
생우동,100,163,34.6,3.4,3,3.52,41,0,0,0
즉석 생우동,100,154,34.6,3.1,0.4,3.65,41,0,0,0
큰냄비우동,80,304,42.56,4.93,15.55,0,786.56,0,0,0
우리밀 갈릭 브레드칩,70,269.5,32.04,3.77,15.08,3.77,282.69,18.85,,0
우리밀 미니약과,30,123.46,20.99,1.23,4.57,1.67,24.69,0,,0
우리밀로 만들어 더욱 고소한 버터와플,30,42.5,6.68,0.69,1.45,2.76,29.09,4.15,,0.02
우마시오 에비센,30,46.62,5.81,0.45,2.39,0.43,63,2.16,,0
우메아메 매실사탕,10,3.88,1,0,0,0.94,0,0,0,0
우미아지센,30,44.7,5.4,1.2,2.1,1.5,36.3,1.5,,0
우엉칩,30,42.39,6.16,0.62,1.73,0.43,78.63,0.12,,0
우키아라레,30,31.2,7.2,0.6,0,0.6,84,0,0,0
워터 크래커,30,124.55,21.29,2.9,3.09,0.44,115.73,0.06,,0.01
원더플 코펜하겐 데니쉬 버터쿠키,30,42.3,5.7,0.6,1.8,2.1,24,5.1,,0.09
월넛 크렌베리 멀티그레인 파워쿠키,30,36,3.4,0.6,2.2,1.4,17,0,,0
웜 구미 젤리,10,3.28,0.77,0.05,0,0.6,0,0,0,0
웜즈젤리,10,3.19,0.75,0.06,0,0.6,0.45,0,0,0
웡카 캔디 믹스업 고브스토퍼,10,4,1,0,0,0.75,0,0,0,0
웨이퍼 믹스,30,42.21,6.52,0.31,1.55,3.1,20.17,0,,0
웨이퍼 바닐라향크림,30,41.62,6.75,0.22,1.58,3.15,20.25,0,,0
웨이퍼 카푸치노,30,44.1,6.75,0.22,1.8,3.15,18.9,0,,0
웨이퍼 미니,30,45.61,6.22,0.51,2.08,3.05,10.87,0.46,,0.01
웰 그레인바,30,50,5,0.4,3,2,24,0,,0
웰빙 야채,100,507,66,7,24,10,623,4,,0.5
웰빙 고구마스틱,30,42,6.6,0.15,1.5,0.21,13.5,0,,0
웰빙 미니꽈베기,30,46.5,5.7,0.9,2.4,0.72,31.5,0,,0
웰빙 연양갱,50,130.82,31.15,1.46,0.04,12.36,2.85,0,,0
웰빙 카사바칩,30,49.5,5.4,0,3.15,0.45,67.5,0,,0
웰치스 믹스 젤리,10,3.25,0.77,0.03,0,0.6,0.38,0,0,0
웰치스 믹스후르츠맛 젤리,10,3.08,0.73,0.04,0,0.6,0.38,0,0,0
웰치스 믹스후르츠맛 젤리,10,3.08,0.73,0.04,0,0.6,0,0,0,0
웰치스 베리 엔 체리 64g,10,3.25,0.77,0.03,0,0.6,0.38,0,0,0
웰치스 믹스후르츠맛,10,3.08,0.73,0.04,0,0.6,0.38,0,0,0
유기농 구미베어,10,3.33,0.77,0.07,0,0.6,0.17,0,0,0
유기농 그래눌라 사과와 건포도,30,33.9,6,0.9,0.9,2.1,4.5,0,,0
유기농 그래눌라 코코넛과 레드베리,30,37.5,6.3,0.6,1.2,0.56,14.7,0,,0
유기농 딸기 요거트 드림즈,100,392.86,71.43,14.29,6.07,15.71,214.29,35.71,,0.36
유기농 딸기잼 비스킷,30,32.4,6.12,0.36,0.72,4.32,8.28,0,0,0
유기농 라스베리 & 사과 통밀귀리 시리얼바,30,35.1,4.8,2.49,1.53,0.69,0,0,,0
유기농 러브 크런치,30,42,6,0.6,1.8,1.8,16.5,0,,0.15
유기농 레몬 앤 오렌지 쇼트브레드,30,42.94,6.04,0.54,1.85,2.2,12.42,4.83,,0.03
유기농 롤리팝,10,3.68,1,0,0,0.75,0,0,0,0
유기농 멀티그레인 오트브랜,30,33,7.2,0.9,0.3,1.2,33,0,0,0
유기농 뮤슬리 스낵 쇼코 뮤슬리리겔,30,39.81,6.92,0.69,1.04,2.08,30.12,0,,0
유기농 뮤슬리 스낵 압펠 뮤슬리리겔,30,32.9,6.52,0.31,0.62,2.17,9,0,,0
유기농 뮤슬리 스낵 에르트베르 뮤슬리리겔,30,32.54,6.23,0.35,0.69,1.73,27,0,,0
유기농 바나나 망고 요거트 드림즈,70,201.25,36.75,7,2.8,6.74,105,17.5,,0.17
유기농 바나나칩,30,46.62,5.94,0.18,2.52,6.9,0,0,,0
유기농 바닐라맛 사과칩,30,27.9,6.84,0.18,0,0,9,0,0,0
유기농 버터스카치,10,3.75,1,0,0,0.71,0,0,0,0
유기농 블랙커런트 통밀귀리 시리얼바,30,35.1,4.8,0.69,1.5,0.18,0,0,,0
유기농 블루베리 요거트 드림즈,70,201.25,36.75,7,2.97,5.6,105,17.5,,0.17
유기농 블루베리잼 비스킷,30,32.4,6.12,0.36,0.72,3.96,0,0,0,0
유기농 사과 & 오렌지 통밀귀리 시리얼바,30,37.2,5.4,0.6,1.44,2.31,0,0,,0
유기농 사우어웜,10,3.33,0.77,0.07,0,0.6,0.17,0,0,0
유기농 사탕,10,4.12,1,0,0,0.75,0,0,0,0
유기농 사탕 #0103,10,4.12,1,0,0,1,0,0,0,0
유기농 사탕 #0158,10,4.12,1,0,0,1,0,0,0,0
유기농 사탕 #0159,10,4.12,1,0,0,1,0,0,0,0
유기농 사탕 #0198,10,4.12,1,0,0,1,0,0,0,0
유기농 솜사탕,10,3.83,0.97,0,0,0.97,0.33,0,0,0
유기농 스타코코볼,30,6.1,1.3,0.1,0.07,0.47,4.75,0,,0
유기농 스톤 그라운드 밀 크래커,30,42,6,0.9,1.5,0.9,42,0,0,0
유기농 스톤 그라운드 호밀 & 아마 크래커,30,39,5.4,0.9,1.8,0.9,60,0,0,0
유기농 오렌지 요거트 드림즈,30,36.96,6.75,1.29,0.51,2.55,19.29,3.21,,0.03
유기농 웨하스,30,111.28,13.7,1.55,5.59,2.66,44.22,1.75,,0.01
유기농 초콜릿칩 앤 헤이즐넛 쿠키,30,43.97,5.68,0.59,2.08,2.57,24.66,1.62,,0
유기농 캔디 드롭스,10,4.12,1,0,0,0.75,0,0,0,0
유기농 콘후레이크와 레드베리,30,31.8,7.5,0.45,0,1.26,44.1,0,0,0
유기농 쿠키,30,81.6,12.69,1.29,3.57,1.81,41.63,3.27,,0.01
유기농 크런치 무슬리,30,38.1,6.39,0.69,0.93,1.8,9.6,0,,0
유기농 크록스 코코넛 비스킷 위드 위트 시럽,30,45.72,5.04,0.72,2.52,2.22,0,0,,0
유기농 크록스 핏츠 버터 비스킷 위드 프레쉬 밀크,30,41.76,6.48,0.72,1.44,2.22,28.08,0,,0
유기농 키드 믹스,30,32.1,6.6,0.9,0.24,0.99,27,0,0,0
유기농 키즈 무슬리,30,34.8,6.39,0.75,0.6,1.14,10.8,0,,0
유기농 텐테이션 오렌지,30,43.62,5.54,0.69,2.08,2.77,21.81,2.77,,0
유기농 텐테이션 진저 레몬,30,43.62,5.54,0.69,2.08,2.09,18,2.08,,0
유기농 텐테이션 헤이즐넛,30,45.35,5.19,0.69,2.42,2.77,19.04,2.08,,0
유기농 트루루츠 리치 초콜릿칩  큐키스,30,45,5.46,0.32,2.25,3.21,20.89,0,,0
유기농 트루루츠 아즈텍 초콜릿천크  큐키스,30,45,4.82,0.32,2.57,2.57,19.29,0,,0
유기농 트루루츠 에이션트 쓰리시드 큐키스,30,45,5.14,0.64,2.25,1.93,25.71,0,,0
유기농 트루루츠 오렌지 진저 큐키스,30,45,5.46,0.32,2.25,2.25,22.5,0,,0
유기농 트루루츠 클래식 바닐라 큐키스,30,45,5.46,0.64,2.25,2.25,27.32,0,,0
유기농 펌킨 스파이스 플랙스 플러스 그라눌라 바,30,36,5.91,0.77,1.03,2.57,20.57,0,,0
유기농 펌킨 플랙스 그라놀라,30,42.55,6.05,0.98,1.64,1.64,7.36,0,,0
유기농 페퍼민트,10,3.75,1,0,0,0.75,0,0,0,0
유기농 푸어 쿠키 바닐라,30,40.68,5.76,0.36,1.8,2.16,18,0,,0
유기농 푸어 쿠키 초코 카카오,30,45.36,5.76,0.72,2.16,2.52,10.8,0,,0
유기농 플락스플러스 바닐라 아몬드 그라놀라,30,40.91,5.89,0.98,1.47,1.64,13.09,0,,0
유기농 피넛버터 크리스피 라이스바,30,35.36,6.43,0.64,0.96,2.25,20.89,0,0,0
유기농 하드 캔디 사과맛,10,3.75,0.94,0,0,0.75,1.25,0,0,0
유기농 하드 캔디 석류맛,10,3.77,0.93,0,0,0.75,1.27,0,0,0
유기농 하드 캔디 체리맛,10,3.75,0.94,0,0,0.75,1.25,0,0,0
유기농 하드 캔디 허니레몬맛,10,3.75,0.94,0,0,0.75,1.25,0,0,0
유기농 하드 캔디 허니맛,10,3.77,0.93,0,0,0.75,1.27,0,0,0
유기농 허니 글로브,30,33.6,7.44,0.6,0.09,1.92,10.8,0,,0
유기농 허니 오트밀 크런치 그라놀라 바,30,42.75,6.3,0.68,1.58,2.03,13.5,0,,0
유기농 허닝 와플,30,38.03,6.75,0.22,1.12,1.35,36,0,,0
유기농 헤리티지 프레이크,30,36,7.2,1.2,0.3,1.2,39,0,0,0
유기농 헤리티지 플레이크,30,36,7.2,1.2,0.3,1.2,39,0,0,0
유기농 꿀 캔디,10,3.75,0.94,0,0,0.62,0,0,,0
유기농 민트망고캔디,10,3.75,0.94,0,0,0.75,0,0,0,0
유기농 생강꿀 캔디,10,3.75,0.94,0,0,0.62,0,0,,0
유기농 석류꿀 캔디,10,3.75,0.94,0,0,0.62,0,0,,0
유기농 쌀과자 아기꼬야 12개월부터 산들촌,30,32.4,7.56,0.36,0,3,2.52,0,0,0
유기농 쌀과자 아기꼬야 바다 12개월부터 산들촌,30,32.4,7.56,0.36,0,0.36,2.52,0,0,0
유기농 쌀과자 아기꼬야 바다 7개월부터 산들촌,30,32.4,7.56,0.36,0,0.3,2.52,0,0,0
유기농 진저 익스트림 캔디,10,3.75,0.94,0,0,0.75,0,0,0,0
유끼노야도,30,40.5,6.6,0.3,1.5,1.8,51,0,,0
유끼노야도,30,41.59,6.67,0.37,1.49,1.86,51.67,0,0,0
유끼노야도,30,42.35,6.62,0.37,1.59,6.35,51.62,0,0,0
유키노야도 센베이,30,41.1,6.6,0.3,1.5,6.6,51,0,0,0
유피 망고 블라스트 102g,10,3.33,0.78,0.06,0,0.6,0.56,0,0,0
유피 초코 글리,10,3.33,0.78,0.06,0,0.6,0.56,0,0,0
유피 트로피컬 베리,10,3.33,0.79,0.04,0,0.6,0,0,0,0
유피 핫도그모양 빅프랭크,10,3.44,0.8,0.06,0,0.6,0.5,0,0,0
이네노사토,30,41.1,6.3,0.6,1.5,3.6,60,0,,0
이네노사토,30,41.16,6.51,0.54,1.44,3.6,59.67,0,,0
이마트 딸기샌드,30,46.1,6.16,0.44,2.19,2.45,23.61,0.65,,0.05
이마트 바나나샌드,30,45.82,6.17,0.43,2.16,2.47,25.09,0.67,,0.05
이마트 우리밀버터와플,30,163.44,25.68,2.64,5.57,2.76,111.89,15.95,,0.09
이마트 해조칼슘콘칩,30,47.1,5.81,0.45,2.45,0.18,39.04,0,,0.02
이색모나카,30,27,6.07,0.34,0.17,1.8,0.56,0.34,0,0
이소 메구리,30,36,7.43,0.68,0.34,2.92,69.75,1.12,0,0
이소노카오리 센베이,30,37.8,7.56,0.9,0.45,3.24,14.4,0,0,0
떠먹이는 아기밀,100,420,66,16,10,0,180,0,0,0
맘마 D&A-3,100,490,50,20,23,43.57,180,0,0,0
맘마밀 쇠고기와 야채,100,415,64,19,9,0,250,0,0,0
맘마밀 쌀과 우유,100,415,69,14,9,50,200,0,0,0
맘마밀 쌀로 만든 씨리얼,100,377,87.5,4.5,1,18.67,20,0,0,0
맘마밀 요구르트와 곡류,100,415,64,19,9,0,250,0,0,0
맘마밀 치즈와 쇠고기,100,415,64,19,9,0,250,0,0,0
맘마밀 혼합과일,100,415,67,16,9,0,250,0,0,0
맘마밀 혼합야채,100,415,67,16,9,43.57,250,0,0,0
쎄레락비엘1,100,415,69,15,9,0,100,0,0,0
쎄레락비엘2,100,415,69,15,9,0,75,0,0,0
쎄레락비엘3,100,415,69,15,9,0,75,0,0,0
아기밀 업그레이드-1,100,440,61,16,15,0,260,0,0,0
아기밀 업그레이드-2,100,440,60,17,15,0,260,0,0,0
아기밀 업그레이드-3,100,420,63,19,10,0,300,0,0,0
아기밀 업그레이드-4,100,420,63,19,10,0,300,0,0,0
주니어 영양멀티그레인 과일맛,100,390,84,9,1.5,0,300,0,0,0
주니어 영양멀티그레인 초콜릿맛,100,390,84,9,2,0,400,0,0,0
이코' 멀티그레인 통밀 비스킷,30,45.41,4.46,2.13,2.13,1.21,24.95,0,,0
이코' 통밀 비스킷 참깨,30,47.05,5.32,0.82,2.45,2.22,29.05,0,,0
이코' 통밀 비스킷 호박씨,30,47.05,5.32,0.82,2.45,2.22,40.09,0,,0
인디 나쵸칩 오리지날,30,43.07,6.11,0.64,1.93,0,17.68,0,,0
인디 라운드 나쵸칩,30,43.07,6.11,0.64,1.93,0,17.68,0,,0
인디안밥,30,45,6,0.6,2.1,0,60,0,,0
임페리얼 데니쉬스타일 버터 쿠키,30,45,6.27,0.55,1.99,2.3,30.71,2.3,,0
자갈치,30,45.75,5.85,0.6,2.25,0.4,43.5,0,,0
자색고구마 쿠키,30,60.92,8.58,0.55,2.77,1.52,33.23,2.77,,0
자연 그대로 옥수수퐁,30,39.44,7.55,0.47,0.81,2.45,14.99,0.17,,0
자이언트 콜라병모양 젤리,10,3.3,0.76,0.07,0,0.6,0.4,0,0,0
자일리톨 아이스민트,2,0.07,0.03,0,0,0.01,0,0,0,0
자일리톨 알파 블루민트,2,0.07,0.03,0,0,0.01,0,0,0,0
자일리톨 알파 오리지날,2,0.07,0.03,0,0,0.01,0,0,0,0
자일리톨 알파 쿨민트,2,0.07,0.03,0,0,0.01,0,0,0,0
자일리톨 오리지날,2,0.07,0.03,0,0,0.01,0,0,0,0
자일리톨 핑크민트,2,0.07,0.03,0,0,0,0,0,0,0
짜장큰사발,80,272.64,37.7,5.25,10.56,4.16,938.88,0,0,0
자쿠리 초코쿠키,30,44.1,6.3,0.54,1.98,2.63,29.7,0.36,,0
잘무리,30,37.29,7.46,0,0.77,0,7.46,0,,0
장미향 버터비스킷,30,48,5.7,0.6,2.7,2.1,9,13.5,,0
재커 포테이토 크리습 토마토맛,30,46.29,5.5,0.58,2.44,0.93,51.11,0,,0.01
잭앤질 치즈컬즈,70,288.75,22.75,3.15,19.25,5.99,497,0,,0
잭푸르츠칩,30,38.57,7.07,0.64,0.96,5.22,0,0,0,0
잭플룻칩,30,40.36,7.09,0.55,1.09,5.18,2.73,0,0,0
쟈키쟈키,30,47.81,5.4,0.48,2.7,0.63,54.9,0,,0
점보 드롭스,10,3.85,0.92,0,0,0.75,0.38,0,0,0
점보 스트룹 와플,30,39.23,5.54,0.23,1.85,3,18.46,9.23,,0.05
제이타쿠 노키와 미카린토우,30,44.59,6.14,0.41,2.05,4.09,8.18,0,,0
제크 오리지널,30,88.2,11.88,1.08,3.96,0.54,115.96,0.19,,0.17
제크라이트,30,41.85,6.21,0.72,1.53,0.78,78.12,0.27,,0.06
젤리 빈스,10,3.73,0.93,0,0,0.6,0,0,0,0
젤리벨리 딸기잼 향 캔디,10,3.75,0.68,0,0,0.75,0.25,0,0,0
젤리벨리 딸기치즈케이크 향 캔디,10,3.5,0.9,0,0,0.6,0,0,0,0
젤리벨리 레몬 맛 캔디,10,3.5,0.93,0,0,0.6,0,0,0,0
젤리벨리 망고 맛 캔디,10,3.5,0.93,0,0,0.6,1.25,0,0,0
젤리벨리 버터팝콘 향 캔디,20,14,3.7,0,0,2.42,2,0,0,0
젤리벨리 복숭아 맛 캔디,10,3.5,0.9,0,0,0.6,0.25,0,0,0
젤리벨리 블루베리 향 캔디,10,3.5,0.9,0,0,0.6,0.25,0,0,0
젤리벨리 선키스트 탄제린 맛 캔디,10,3.5,0.88,0,0,0.6,0.25,0,0,0
젤리벨리 아이스크림 향 캔디,10,3.5,0.88,0,0,0.6,0.25,0,0,0
젤리벨리 체리 맛 캔디,10,3.5,0.9,0,0,0.6,0,0,0,0
젤리벨리 칵테일 맛 클래식믹스 캔디,10,3.5,0.93,0,0,0.6,0.5,0,0,0
젤리벨리 키위 향 캔디,10,3.5,0.93,0,0,0.6,0.25,0,0,0
젤리벨리 투티푸루티 향 캔디,10,3.5,0.93,0,0,0.6,0.25,0,0,0
젤리벨리 포도 맛 크러쉬 캔디,10,3.5,0.68,0,0,0.6,0.38,0,0,0
젤리벨리 풍선껌 향 캔디,10,3.5,0.93,0,0,0.6,0.25,0,0,0
젯퍼프 마시멜로,10,3.33,0.8,0.03,0,0.55,0.87,0,0,0.03
젯퍼프 스태커멜로,10,3.33,0.8,0.03,0,0.55,0.53,0,0,0.03
조비스 바나나 칩,30,47.1,5.25,0.11,3.21,0,0.15,0.01,,0
조이풀 메이플리 오트밀,30,33,5.7,0.3,2.4,2.09,34.5,1.5,,0
조청유과,30,155,18,0.8,9,2.4,85,0,,0
죠나마 모미지,30,22.42,5.09,0.42,0.05,4.47,0,0,0,0
죠나마 바라,30,22.42,5.09,0.42,0.05,4.48,0,0,0,0
죠나마 사쿠라,30,22.36,5.07,0.42,0.05,4.47,0,0,0,0
죠나마 스즈란,30,22.42,5.09,0.42,0.05,4.48,0,0,0,0
죠나마 아지사이,30,22.25,5.07,0.39,0.05,4.48,0,0,0,0
죠나마 쵸우센마츠모토,30,22.36,5.07,0.42,0.05,4.47,0,0,0,0
죠나마 코스모스,30,22.36,5.07,0.42,0.05,4.47,0,0,0,0
죠나마 코우바이,30,22.49,5.1,0.42,0.05,4.48,0,0,0,0
죠나마 키쿄우,30,22.36,5.07,0.42,0.05,4.47,0,0,0,0
죠나마 하스,30,22.49,5.1,0.42,0.05,4.48,0,0,0,0
죠리퐁,30,39.77,6.89,0.69,1.19,3.3,14.89,0,,0.01
죠스바,100,113.33,28.4,0.04,0.09,20,0.68,0,0,0.17
주도리아,30,43.5,6.07,0.68,1.73,2.18,0.01,0,,0
주물러 배,100,51.02,14.29,0,0.41,11.43,0,0,,0
북어죽,100,47,8.9,2.4,0.2,0,1,0,0,0
쇠고기죽,100,371,73.1,8.1,5.1,6.67,2077,0,0,0
쇠고기흰죽,100,48,10.3,0.9,0.4,0.21,1,0,0,0
야채죽,100,57,5.5,1,3.5,1.05,2,0,0,0
잣죽,100,430,67.1,8,14.4,0,1314,0,0,0
진미죽,100,366,74.6,7.1,4.3,0,2415,0,0,0
콩나물죽,100,67,9.8,1.5,2.4,0,2,0,0,0
단팥죽,100,128,20.9,3.9,0.1,0,115,0,0,0
호박죽,100,380,88.4,4.5,1,0,307,0,0,0
홍합죽,100,64,4.1,1.3,4.7,0,110,0,0,0
줄리스 러브레터 딸기향 웨이퍼스틱,30,42,6.57,0.57,1.5,3.63,19.5,0.15,,0
줄리스 러브레터초콜릿향 크림 웨이퍼스틱,30,40.5,6.99,0.57,1.14,3.96,20.1,0.15,,0
쥬라 웨하스 바닐라,30,46.73,5.88,0.35,2.42,2.55,8.65,0,,0
쥬스풀,10,3.08,0.73,0.04,0,0.6,0.19,0,0,0
쥬시 블루베리 프루슬리 뮤즐리 바,30,33,6.3,0.45,0.69,2.7,0,0,,0
쥬시초이스,100,100,24.29,0,0,17.78,42.86,0,0,0
쥴스 데스트루퍼 어센틱 벨기안 비스킷 레이스비스킷 위드 캐슈넛,30,43.2,6.84,0.36,1.44,4.68,21.6,3.6,,0.18
쥴스 데스트루퍼 어센틱 벨기안 비스킷 버터그리스프,30,42.19,6.75,0.56,1.41,3.66,16.88,5.62,,0.14
쥴스 데스트루퍼 어센틱 벨기안 비스킷 버터와플,30,46.8,5.76,0.36,2.16,5.04,32.4,10.8,,0.18
쥴스 데스트루퍼 어센틱 벨기안 비스킷 시나몬 비스킷 위드 밀크초콜릿,30,45,5.7,0.6,2.4,4.5,18,3,,0.15
쥴스 데스트루퍼 어센틱 벨기안 비스킷 아몬드씬,30,42,6.3,0.6,1.35,3.3,36,3,,0.15
지 세트,30,51.57,4.79,0.64,3,2.93,12.6,8.28,,0.07
지라 플러스 비스킷,30,40.95,6.22,0.61,1.68,2.22,31.5,0,,0
진저 쇼트브래드,30,47.05,5.73,0.41,2.58,2.2,22.91,8.02,,0
진진부스트,10,3.75,0.94,0,0,0.75,0.94,0,0,0
진진부스트 캔디,10,3.75,0.94,0,0,0.75,0.94,0,0,0
징거비스킷,30,41.25,7.5,0.38,0.94,2.22,20.62,0,,0
짜나쫄,80,355.84,37.44,6.4,12.8,0.8,32,0,,0
짱구,30,46.5,5.7,0.6,2.4,1.19,19.5,0,,0
쫄병 매콤한맛,30,46.29,5.4,0.51,2.57,0.51,54,0,,0
쫄병 바비큐,30,46.29,5.4,0.51,2.57,0.6,48.86,0,,0
쫀쪼니 콜라,10,4,0.8,0,0.09,0.22,0,0,,0
쯔마미 그린마메,30,39.55,5.73,1.64,1.09,4.64,57.27,0,0,0
쯔마미 노리쇼우피넛,30,51.55,3,2.18,3.55,3,22.64,0,,0
쯔마미 다네,30,42.14,6.1,0.82,1.68,0.65,53.59,0,,0
쯔마미 새우맛 땅콩,30,47.73,4.09,1.64,2.73,3.82,31.36,1.36,,0
쯔마미 오징어맛 땅콩,30,47.73,4.09,1.64,2.73,3.82,30,0,,0
쯔마미 와사비맛 그린마메,30,38.18,6,1.64,0.9,4.91,49.09,0,0,0
쯔마미 와사비맛 빈스,30,40.91,5.45,1.91,1.25,4.91,45,0,0,0
쯔마미 이찌방 그린마메,30,39.55,5.73,1.64,1.09,2.9,57.27,0,0,0
쯔마미 이찌방 노리쇼우피넛,30,51.55,3,2.18,3.55,3,22.64,0,,0
쯔마미 이찌방 새우맛 땅콩,30,47.73,4.09,1.64,2.73,3.82,31.36,1.36,,0
쯔마미 이찌방 오징어맛 땅콩,30,47.73,4.09,1.64,2.73,3.82,30,0,,0
쯔마미 이찌방 와사비맛 그린마메,30,38.18,6,1.64,0.9,4.91,49.09,0,0,0
쯔마미 이찌방 와사비맛 빈스,30,40.91,5.45,1.91,1.25,4.91,45,0,0,0
쯔마미 이찌방 프라이빈스,30,39.55,5.18,1.91,1.28,3.91,30,0,0,0
쯔마미 이치방 그린피,30,39.3,5.7,1.5,1.2,2.25,56.7,0,,0
쯔마미 이치방 바타피,30,57.3,1.5,2.4,4.5,1.5,10.8,0,,0
쯔마미 이치방 와사비그린피,30,38.4,6,1.5,0.9,4.8,49.5,0,,0
쯔마미 이치방 와사비빈,30,40.2,5.4,1.8,1.2,3,45,0.6,,0
쯔마미 이치방 코츠부에비,30,48.3,4.2,1.8,2.7,3.6,30.9,1.5,,0
쯔마미 이치방 코츠부이카,30,48.6,4.2,1.5,3,3.6,29.4,0.6,,0
쯔마미 이치방 타레카케빈,30,40.2,5.4,1.8,1.2,4.8,30,0.9,,0
쯔마미 프라이빈스,30,39.55,5.18,1.91,1.28,0.53,30,0,0,0
쯔마미 이찌방 그린마메,30,42.1,5.23,1.45,1.74,2.9,46.45,4.35,,0
쯔마미 이찌방 와사비그린마메,30,36.29,5.81,1.45,0.87,4.91,60.97,4.35,,0
쯔마미 이찌방 와사비빈스,30,40,5.67,1.33,1.33,3,40,5,,0
쯔마미 이찌방 프라이빈스,30,41.09,6.65,1.96,0.78,3.91,31.3,3.91,,0
쯔마미 타네,30,42.84,6.08,0.79,1.69,0.61,57.24,4.68,,0
쯔부요리 코모찌,30,37.5,7.2,0.66,0.6,3,61.5,1.5,0,0
차나 달,30,45,4.5,1.8,1.8,0.3,63,0,,0
차니포,100,85.71,20.71,0,0.36,11.43,35.71,0,,0
차세대 낫토키나제 125,30,32.22,3.78,1.62,0,2.7,0,0,0,0
차일드스 플레이 다츠,10,3.33,0.81,0,0,0.75,0.24,0,0,0
차일드스 플레이 투시팝,10,3.53,0.88,0,0,0.75,0,0,0,0
차카니스낵,30,42.95,5.73,0.53,2.05,1.27,81.82,0.08,,0
참ing 레몬버터맛,30,147.19,20.61,2.02,6.3,2.01,142.69,0.17,,0.01
참ing 치즈레몬향,30,44.91,6.07,0.59,2.03,2.06,54.35,0.08,,0.01
참ing 치즈크림,30,44.72,6.06,0.61,2.01,2.2,60.06,0.1,,0.01
참ing 크리미버터맛,30,146.75,20.62,2.02,6.24,2.35,150.09,0.31,,0.01
참그레인,30,39.85,6.83,0.94,0.97,1.24,47.3,0.11,,0.02
참깨강정,30,45,4.86,1.26,2.34,0.05,0.36,0,0,0
참깨당과,30,23.25,2.25,1.2,0.6,0.74,52.5,0,,0
참깨맛 센베이,30,36,7.2,0.45,0.65,3.24,14.4,0,0,0
참 담백한 미니크래커,30,40.91,6.63,0.87,1.21,0.18,60.05,0.66,,0.02
참 미니꽈베기,30,45,5.7,0.9,2.1,0.9,19.5,0,,0
참수박바,100,147.4,29.07,0,3.46,20,27.68,0,,0
참스 자이언트 블로우 팝,10,3.44,0.91,0,0,0.75,0.31,0,0,0
참쌀선과,30,44.03,6.56,0.41,1.79,0.96,42.97,0,,0
참쌀설병,30,42.81,6.89,0.39,1.52,1.67,30.53,0,,0
참쌀흑미설병,30,128.14,21.54,1.2,4.13,1.89,120.38,0,,0
참아이엔지 버터레몬향 크래커샌드위치,70,236.83,34.3,3.27,9.8,11.43,228.67,0,,0
참아이엔지 크리미버터 크래커샌드위치 180g,70,236.83,34.3,3.27,9.8,13.07,245,0,,0
참아이엔지 크리미버터향 크래커샌드위치 180g,70,236.83,34.3,3.27,9.8,13.07,245,0,,0
참크래커,30,41.07,6.59,0.86,1.21,0.32,58.86,0.78,,0.03
찹쌀약과,30,130,16,1,7,1.5,20,0,,0
철분 칼슘 스틱,30,45,5.77,0.59,2.17,1.83,9.93,1.37,,0
청포도 구미100,10,3.3,0.77,0.05,0,0.6,0.26,0,0,0
청포도 스파클,200,214.29,38.77,0,1.63,48.56,0,0,,0
체다 & 고다 치즈 팝콘,20,22.86,2.1,0.27,1.49,0.02,23.89,0.11,,0.01
체리향 캔디,10,3.75,0.94,0,0,0.75,1.25,0,0,0
체리향 태피,30,35.36,7.07,0,0.64,4.5,54.64,0,,0
초이스엘 나쵸칩,30,46.5,5.1,0.6,2.7,0,14.4,0,,0
초코 스마일,30,33.3,7.02,0.72,0.31,2.66,3.42,0,,0
초코 콘플레이크,30,33.9,7.2,0.6,0.3,3,2.4,0,,0
초코 크림 웨이퍼,30,41.9,6.83,0.31,1.55,3.42,22.34,0,,0
초코 팝콘,20,16.27,3.33,0.13,0.27,2,20,2,,0
초코 플라워모양 가프레테,30,40.5,6.57,0.45,1.35,0.25,8.1,0.45,,0.02
초코는 새우편,30,47.34,5.49,0.63,2.61,1.27,24.75,0.9,,0
초코다이제 스티브 비스킷,30,46.44,6.12,0.72,2.16,1.8,36.36,0.72,,0
초코렛 크림 쿠키,30,45,0,0.48,2.42,3.6,18.69,1.38,,0
초코롤 타로,70,269.5,29.4,2.45,14.7,22.05,36.75,12.25,,0
